83.0000,200.0000,35.0000,131.0000
84.0000,201.0000,35.0000,131.0000
87.0000,198.0000,35.0000,131.0000
90.0000,197.0000,35.0000,131.0000
97.0000,202.0000,35.0000,131.0000
104.0000,204.0000,35.0000,131.0000
106.0000,205.0000,35.0000,131.0000
110.0000,206.0000,35.0000,131.0000
113.0000,207.0000,35.0000,131.0000
114.0000,207.0000,35.0000,131.0000
117.0000,209.0000,35.0000,131.0000
115.0000,208.0000,35.0000,131.0000
118.0000,206.0000,35.0000,131.0000
118.0000,206.0000,35.0000,131.0000
121.0000,207.0000,35.0000,131.0000
126.0000,208.0000,35.0000,131.0000
130.0000,207.0000,35.0000,131.0000
135.0000,209.0000,35.0000,131.0000
141.0000,210.0000,35.0000,131.0000
145.0000,209.0000,35.0000,131.0000
149.0000,206.0000,35.0000,131.0000
152.0000,207.0000,35.0000,131.0000
154.0000,205.0000,35.0000,131.0000
155.0000,205.0000,35.0000,131.0000
157.0000,205.0000,35.0000,131.0000
158.0000,205.0000,35.0000,131.0000
166.0000,205.0000,35.0000,131.0000
170.0000,206.0000,35.0000,131.0000
174.0000,206.0000,35.0000,131.0000
177.0000,207.0000,35.0000,131.0000
181.0000,208.0000,35.0000,131.0000
183.0000,205.0000,35.0000,131.0000
185.0000,206.0000,35.0000,131.0000
183.0000,204.0000,35.0000,131.0000
185.0000,205.0000,35.0000,131.0000
188.0000,203.0000,35.0000,131.0000
191.0000,203.0000,35.0000,131.0000
195.0000,203.0000,35.0000,131.0000
197.0000,205.0000,35.0000,131.0000
206.0000,204.0000,35.0000,131.0000
214.0000,206.0000,35.0000,131.0000
218.0000,205.0000,35.0000,131.0000
225.0000,207.0000,35.0000,131.0000
228.0000,207.0000,35.0000,131.0000
230.0000,206.0000,35.0000,131.0000
232.0000,204.0000,35.0000,131.0000
232.0000,198.0000,35.0000,131.0000
238.0000,196.0000,35.0000,131.0000
242.0000,195.0000,35.0000,131.0000
247.0000,195.0000,35.0000,131.0000
254.0000,197.0000,35.0000,131.0000
259.0000,199.0000,35.0000,131.0000
264.0000,199.0000,35.0000,131.0000
271.0000,201.0000,35.0000,131.0000
273.0000,201.0000,35.0000,131.0000
277.0000,202.0000,35.0000,131.0000
278.0000,200.0000,35.0000,131.0000
281.0000,200.0000,35.0000,131.0000
287.0000,202.0000,35.0000,131.0000
294.0000,201.0000,35.0000,131.0000
302.0000,204.0000,35.0000,131.0000
306.0000,202.0000,35.0000,131.0000
313.0000,201.0000,35.0000,131.0000
318.0000,206.0000,35.0000,131.0000
322.0000,205.0000,35.0000,131.0000
324.0000,202.0000,35.0000,131.0000
326.0000,202.0000,35.0000,131.0000
330.0000,202.0000,35.0000,131.0000
334.0000,203.0000,35.0000,131.0000
338.0000,204.0000,35.0000,131.0000
346.0000,204.0000,35.0000,131.0000
