260.0000,308.0000,44.0000,66.0000
263.0000,307.0000,44.0000,66.0000
266.0000,308.0000,44.0000,66.0000
268.0000,311.0000,44.0000,66.0000
273.0000,307.0000,44.0000,66.0000
276.0000,302.0000,44.0000,66.0000
284.0000,304.0000,44.0000,66.0000
287.0000,308.0000,44.0000,66.0000
288.0000,308.0000,44.0000,66.0000
289.0000,307.0000,44.0000,66.0000
289.0000,308.0000,44.0000,66.0000
289.0000,306.0000,44.0000,66.0000
289.0000,306.0000,44.0000,66.0000
288.0000,301.0000,44.0000,66.0000
286.0000,297.0000,44.0000,66.0000
284.0000,288.0000,44.0000,66.0000
278.0000,286.0000,44.0000,66.0000
282.0000,272.0000,44.0000,66.0000
284.0000,276.0000,44.0000,66.0000
278.0000,274.0000,44.0000,66.0000
274.0000,273.0000,44.0000,66.0000
275.0000,272.0000,44.0000,66.0000
280.0000,274.0000,44.0000,66.0000
281.0000,273.0000,44.0000,66.0000
285.0000,275.0000,44.0000,66.0000
287.0000,275.0000,44.0000,66.0000
290.0000,273.0000,44.0000,66.0000
297.0000,278.0000,44.0000,66.0000
302.0000,279.0000,44.0000,66.0000
308.0000,277.0000,44.0000,66.0000
288.0000,267.0000,44.0000,66.0000
312.0000,264.0000,44.0000,66.0000
311.0000,258.0000,44.0000,66.0000
315.0000,251.0000,44.0000,66.0000
319.0000,246.0000,44.0000,66.0000
322.0000,243.0000,44.0000,66.0000
321.0000,239.0000,44.0000,66.0000
322.0000,240.0000,44.0000,66.0000
321.0000,246.0000,44.0000,66.0000
320.0000,255.0000,44.0000,66.0000
323.0000,263.0000,44.0000,66.0000
320.0000,283.0000,44.0000,66.0000
314.0000,291.0000,44.0000,66.0000
315.0000,297.0000,44.0000,66.0000
317.0000,298.0000,44.0000,66.0000
317.0000,298.0000,44.0000,66.0000
315.0000,293.0000,44.0000,66.0000
314.0000,286.0000,44.0000,66.0000
312.0000,283.0000,44.0000,66.0000
309.0000,283.0000,44.0000,66.0000
308.0000,284.0000,44.0000,66.0000
307.0000,286.0000,44.0000,66.0000
309.0000,290.0000,44.0000,66.0000
310.0000,292.0000,44.0000,66.0000
311.0000,293.0000,44.0000,66.0000
312.0000,292.0000,44.0000,66.0000
311.0000,294.0000,44.0000,66.0000
310.0000,295.0000,44.0000,66.0000
311.0000,296.0000,44.0000,66.0000
310.0000,296.0000,44.0000,66.0000
309.0000,296.0000,44.0000,66.0000
309.0000,299.0000,44.0000,66.0000
309.0000,303.0000,44.0000,66.0000
307.0000,300.0000,44.0000,66.0000
307.0000,301.0000,44.0000,66.0000
306.0000,301.0000,44.0000,66.0000
306.0000,301.0000,44.0000,66.0000
303.0000,296.0000,44.0000,66.0000
302.0000,289.0000,44.0000,66.0000
298.0000,285.0000,44.0000,66.0000
296.0000,281.0000,44.0000,66.0000
296.0000,277.0000,44.0000,66.0000
294.0000,274.0000,44.0000,66.0000
292.0000,270.0000,44.0000,66.0000
292.0000,269.0000,44.0000,66.0000
292.0000,269.0000,44.0000,66.0000
292.0000,273.0000,44.0000,66.0000
292.0000,276.0000,44.0000,66.0000
292.0000,274.0000,44.0000,66.0000
291.0000,275.0000,44.0000,66.0000
292.0000,274.0000,44.0000,66.0000
293.0000,275.0000,44.0000,66.0000
292.0000,274.0000,44.0000,66.0000
291.0000,270.0000,44.0000,66.0000
288.0000,267.0000,44.0000,66.0000
285.0000,269.0000,44.0000,66.0000
285.0000,270.0000,44.0000,66.0000
284.0000,267.0000,44.0000,66.0000
283.0000,265.0000,44.0000,66.0000
